0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Beethoven Sonata No. 8 in C minor ""Pathetique"""
1, 0, Title_t, "3. Movement"
1, 0, Copyright_t, "Copyright © 2003 by Bernd Krueger "
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Rondo"
1, 0, Text_t, "Fertiggestellt am 30.12.2003\012"
1, 0, Text_t, "Update am 20.12.2011\012"
1, 0, Text_t, "Update am 21.5.2012\012"
1, 0, Text_t, "Dauer: 4:19 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 289869
1, 0, Program_c, 0, 1
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 127
1, 0, Text_t, "bdca426d104a26ac9dcb070447587523"
1, 0, Program_c, 0, 1
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 64, 0
1, 1200, Tempo, 296604
1, 1200, Note_on_c, 0, 67, 48
1, 1320, Note_on_c, 0, 67, 0
1, 1440, Note_on_c, 0, 72, 49
1, 1560, Note_on_c, 0, 72, 0
1, 1680, Tempo, 315623
1, 1680, Note_on_c, 0, 74, 51
1, 1800, Note_on_c, 0, 74, 0
1, 1920, Tempo, 289869
1, 1920, Note_on_c, 0, 75, 52
1, 1920, Note_on_c, 0, 48, 40
1, 2160, Tempo, 292912
1, 2160, Note_on_c, 0, 48, 0
1, 2160, Note_on_c, 0, 51, 36
1, 2400, Note_on_c, 0, 51, 0
1, 2400, Note_on_c, 0, 55, 36
1, 2640, Tempo, 309821
1, 2640, Note_on_c, 0, 55, 0
1, 2640, Note_on_c, 0, 75, 0
1, 2640, Note_on_c, 0, 77, 50
1, 2640, Note_on_c, 0, 60, 36
1, 2880, Tempo, 289324
1, 2880, Note_on_c, 0, 60, 0
1, 2880, Note_on_c, 0, 77, 0
1, 2880, Note_on_c, 0, 74, 53
1, 2880, Note_on_c, 0, 48, 40
1, 3120, Tempo, 292912
1, 3120, Note_on_c, 0, 48, 0
