0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Für Elise"
1, 0, Copyright_t, "Copyright © 2004 by Bernd Krueger"
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Poco moto"
1, 0, Text_t, "Fertiggestellt am 9.10.2004\012"
1, 0, Text_t, "Update am 30.8.2012\012"
1, 0, Text_t, "Dauer: 2:48 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 3, 3, 12, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 867303
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 127
1, 0, Text_t, "bdca426d104a26ac9dcb070447587523"
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 460, Tempo, 861203
1, 480, Tempo, 887574
1, 480, Note_on_c, 0, 76, 36
1, 520, Tempo, 881187
1, 560, Tempo, 874763
1, 600, Tempo, 868558
1, 600, Note_on_c, 0, 76, 0
1, 600, Note_on_c, 0, 75, 33
1, 640, Tempo, 862441
1, 680, Tempo, 856287
1, 720, Tempo, 856287
1, 720, Note_on_c, 0, 75, 0
1, 720, Note_on_c, 0, 76, 39
1, 824, Tempo, 850340
1, 840, Note_on_c, 0, 76, 0
1, 840, Note_on_c, 0, 75, 36
1, 920, Tempo, 844476
1, 932, Tempo, 827130
1, 960, Tempo, 837287
1, 960, Note_on_c, 0, 75, 0
1, 960, Note_on_c, 0, 76, 45
1, 980, Tempo, 843289
1, 1000, Tempo, 849137
1, 1020, Tempo, 854944
1, 1040, Tempo, 861203
1, 1080, Tempo, 861203
1, 1080, Note_on_c, 0, 76, 0
1, 1080, Note_on_c, 0, 71, 40
1, 1200, Note_on_c, 0, 71, 0
1, 1200, Note_on_c, 0, 74, 47
1, 1320, Tempo, 956175
1, 1320, Note_on_c, 0, 74, 0
1, 1320, Note_on_c, 0, 72, 39
1, 1440, Tempo, 867303
1, 1440, Note_on_c, 0, 72, 0
1, 1440, Note_on_c, 0, 69, 51
1, 1440, Note_on_c, 0, 45, 37
