0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Sonate Opus 10 No. 1 3. Satz"
1, 0, Copyright_t, "Copyright © 2008 by Bernd Krueger"
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Allegro molto e con brio"
1, 0, Text_t, "Erstellt: 22.12.2008\012"
1, 0, Text_t, "Update: 9.5.2012\012"
1, 0, Text_t, "Dauer: 3:37 Minuten\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 294840
1, 0, Program_c, 0, 0
1, 0, Program_c, 0, 0
1, 0, Program_c, 0, 0
1, 720, Note_on_c, 0, 60, 40
1, 720, Note_on_c, 0, 48, 36
1, 960, Note_on_c, 0, 48, 0
1, 960, Note_on_c, 0, 60, 0
1, 960, Note_on_c, 0, 59, 45
1, 960, Note_on_c, 0, 47, 38
1, 1038, Control_c, 0, 64, 127
1, 1200, Note_on_c, 0, 47, 0
1, 1200, Note_on_c, 0, 59, 0
1, 1200, Note_on_c, 0, 60, 40
1, 1200, Note_on_c, 0, 48, 35
1, 1212, Control_c, 0, 64, 0
1, 1440, Tempo, 286396
1, 1440, Note_on_c, 0, 48, 0
1, 1440, Note_on_c, 0, 60, 0
1, 1440, Note_on_c, 0, 65, 45
1, 1440, Note_on_c, 0, 53, 38
1, 1560, Note_on_c, 0, 53, 0
1, 1560, Note_on_c, 0, 65, 0
1, 1680, Tempo, 349854
1, 1680, Note_on_c, 0, 65, 38
1, 1680, Note_on_c, 0, 53, 34
1, 1800, Note_on_c, 0, 53, 0
1, 1800, Note_on_c, 0, 65, 0
1, 1920, Tempo, 291262
1, 1920, Note_on_c, 0, 63, 45
1, 1920, Note_on_c, 0, 51, 38
1, 2400, Note_on_c, 0, 51, 0
1, 2400, Note_on_c, 0, 63, 0
1, 2640, Tempo, 294840
1, 2640, Note_on_c, 0, 60, 40
1, 2640, Note_on_c, 0, 48, 36
1, 2880, Note_on_c, 0, 48, 0
1, 2880, Note_on_c, 0, 60, 0
1, 2880, Note_on_c, 0, 59, 45
1, 2880, Note_on_c, 0, 47, 38
1, 2958, Control_c, 0, 64, 127
